equipment_type,manufacturer,condition,age_years,operating_hours,original_value,listing_price,location,seller_type,has_maintenance_records,has_warranty,photos_count,description_length,listing_month,price_to_original_ratio,hours_per_year,time_to_sale_days
Bulldozer,Caterpillar,Fair,3.7,7443,689014,280297,Western Australia,Mining Company,True,True,9,200,7,0.407,2009,28.1
Wheel Loader,Liebherr,Needs Repair,2.2,4000,321066,96446,South Africa,Equipment Dealer,True,False,7,169,2,0.3,1814,39.9
Crusher,Komatsu,Fair,7.5,35276,872843,305476,Nevada USA,Mining Company,False,False,7,260,10,0.35,4711,28.2
Dump Truck,Komatsu,Good,9.8,23636,485653,152943,Queensland,Mining Company,True,False,10,205,4,0.315,2414,20.3
Dump Truck,Komatsu,Fair,6.6,19476,402385,140451,Alberta Canada,Construction Company,True,False,10,175,7,0.349,2954,29.9
Dump Truck,Caterpillar,Fair,2.5,7996,374167,184025,Alberta Canada,Rental Company,True,False,8,250,8,0.492,3195,25.1
Conveyor System,Caterpillar,Good,25.0,170541,1489132,144433,Chile,Mining Company,False,False,10,120,5,0.097,6822,28.5
Crusher,Hitachi,Good,19.1,70320,770684,111811,Chile,Equipment Dealer,False,False,10,181,10,0.145,3681,21.1
Excavator,Hitachi,Fair,4.1,8103,480460,223237,Western Australia,Equipment Dealer,False,True,10,287,2,0.465,1967,30.2
Bulldozer,JCB,Needs Repair,4.9,10521,405541,107716,Queensland,Rental Company,True,False,9,199,2,0.266,2163,76.0
Dump Truck,Hitachi,Fair,6.4,15240,312450,104611,Nevada USA,Equipment Dealer,True,False,12,209,2,0.335,2368,19.5
Bulldozer,Liebherr,Excellent,25.0,46690,586497,71469,Queensland,Rental Company,True,False,8,197,10,0.122,1868,11.2
Excavator,Hitachi,Needs Repair,2.2,5623,364499,122061,Queensland,Rental Company,False,True,7,185,7,0.335,2574,15.3
Bulldozer,Caterpillar,Excellent,6.3,10796,605317,303888,Chile,Mining Company,False,False,12,177,8,0.502,1719,15.9
Dump Truck,Volvo,Good,20.4,59623,447475,58142,Queensland,Rental Company,True,True,8,187,2,0.13,2919,11.9
Crusher,Liebherr,Good,3.4,17554,783531,401774,South Africa,Mining Company,True,False,10,134,4,0.513,5092,29.2
Wheel Loader,Volvo,Fair,17.6,46995,289386,38154,Queensland,Mining Company,True,False,12,140,6,0.132,2676,15.0
Excavator,Caterpillar,Good,1.1,2145,544923,382029,Western Australia,Equipment Dealer,False,False,10,151,10,0.701,1954,18.1
Dump Truck,JCB,Good,11.1,25598,367446,118975,Queensland,Mining Company,True,False,11,238,11,0.324,2300,26.4
Crusher,Caterpillar,Excellent,1.2,4159,851003,638723,Alberta Canada,Mining Company,True,True,7,186,2,0.751,3514,30.5
Conveyor System,Hitachi,Fair,6.8,38403,1176689,420467,Chile,Mining Company,True,False,8,237,11,0.357,5619,34.2
Excavator,Liebherr,Good,9.8,20081,474839,164919,New South Wales,Rental Company,False,False,13,165,9,0.347,2051,13.7
Wheel Loader,Caterpillar,Good,17.0,31148,358333,66257,South Africa,Rental Company,True,False,5,282,1,0.185,1832,12.8
Conveyor System,Hitachi,Good,15.7,94122,991942,186181,Queensland,Equipment Dealer,True,False,11,248,3,0.188,5996,21.1
Excavator,JCB,Excellent,1.9,3659,386960,291846,Queensland,Rental Company,False,False,9,176,9,0.754,1934,36.1
Crusher,Komatsu,Good,8.6,25243,990407,383461,South Africa,Mining Company,True,False,17,206,6,0.387,2939,15.9
Crusher,Caterpillar,Good,7.2,24026,966407,430002,Chile,Construction Company,False,False,7,183,9,0.445,3359,23.8
Crusher,Caterpillar,Fair,25.0,87391,1146105,82449,South Africa,Equipment Dealer,True,False,6,292,8,0.072,3496,16.4
Crusher,Komatsu,Good,1.5,5249,1032595,673647,Alberta Canada,Construction Company,True,False,10,199,10,0.652,3552,67.1
Excavator,Komatsu,Good,5.8,9950,484325,242305,Western Australia,Equipment Dealer,True,False,5,209,6,0.5,1717,15.0
Excavator,Hitachi,Fair,7.6,13275,527886,172694,Chile,Mining Company,True,True,8,235,6,0.327,1754,12.3
Wheel Loader,Volvo,Excellent,1.9,4339,269678,224766,Alberta Canada,Equipment Dealer,False,True,12,285,1,0.833,2328,21.2
Bulldozer,JCB,Fair,25.0,32337,534339,36096,South Africa,Equipment Dealer,True,False,10,205,2,0.068,1293,21.5
Dump Truck,Liebherr,Good,8.2,29291,384382,138685,Western Australia,Rental Company,True,False,11,286,4,0.361,3582,26.0
Dump Truck,Caterpillar,Fair,1.9,5189,491658,272069,Queensland,Mining Company,False,True,4,90,5,0.553,2749,37.0
Wheel Loader,Volvo,Good,5.9,10712,291425,124495,Chile,Equipment Dealer,False,False,11,139,3,0.427,1819,27.2
Dump Truck,Liebherr,Good,1.6,4780,356179,235088,South Africa,Mining Company,False,False,5,132,5,0.66,3028,61.8
Excavator,Liebherr,Good,15.3,27754,537497,113558,Queensland,Equipment Dealer,False,True,12,245,1,0.211,1815,9.1
Dump Truck,Liebherr,Excellent,6.8,19095,463753,252403,Western Australia,Equipment Dealer,True,False,11,276,10,0.544,2809,14.8
Excavator,Liebherr,Good,7.8,12028,441929,184303,South Africa,Rental Company,True,False,6,184,5,0.417,1551,14.5
Crusher,Caterpillar,Fair,10.1,29886,1012086,250782,Alberta Canada,Mining Company,False,True,10,197,4,0.248,2955,31.5
Excavator,Komatsu,Excellent,1.3,2909,601716,476298,Nevada USA,Mining Company,True,False,8,200,6,0.792,2203,41.2
Bulldozer,JCB,Needs Repair,11.5,23546,450007,75700,Alberta Canada,Mining Company,True,True,14,161,9,0.168,2046,14.9
Excavator,Liebherr,Needs Repair,7.7,12276,593430,125054,Alberta Canada,Equipment Dealer,True,False,10,210,6,0.211,1598,34.0
Crusher,JCB,Good,3.7,13483,807590,414598,Nevada USA,Mining Company,True,False,6,195,7,0.513,3648,23.2
Bulldozer,Volvo,Good,8.6,16374,632555,216789,Nevada USA,Mining Company,True,True,11,209,4,0.343,1905,22.8
Bulldozer,Caterpillar,Fair,1.6,3668,688530,396813,South Africa,Equipment Dealer,True,False,10,145,12,0.576,2311,40.2
Dump Truck,Caterpillar,Excellent,5.7,18626,413898,242072,South Africa,Mining Company,True,True,5,136,5,0.585,3279,17.7
Conveyor System,Caterpillar,Good,23.2,136468,1460400,166781,New South Wales,Equipment Dealer,True,False,6,218,11,0.114,5895,11.9
Bulldozer,Hitachi,Good,5.0,11565,455517,215153,Queensland,Mining Company,True,False,8,275,11,0.472,2294,45.0
Conveyor System,Caterpillar,Fair,12.0,63547,1425605,289342,Queensland,Mining Company,True,False,6,182,9,0.203,5299,20.9
Dump Truck,Caterpillar,Fair,6.8,18235,511778,172985,Western Australia,Rental Company,False,False,16,177,9,0.338,2700,22.1
Conveyor System,Hitachi,Fair,6.4,37161,1212743,408740,Nevada USA,Mining Company,True,False,8,177,2,0.337,5796,23.9
Excavator,Hitachi,Excellent,13.1,26567,528520,175819,Chile,Mining Company,False,False,13,226,1,0.333,2032,7.6
Dump Truck,Liebherr,Needs Repair,20.9,52596,384919,25086,Western Australia,Mining Company,True,False,9,229,7,0.065,2514,26.3
Excavator,Volvo,Good,4.8,7900,411327,207688,Nevada USA,Equipment Dealer,True,False,8,222,8,0.505,1651,17.6
Conveyor System,Hitachi,Good,14.0,101242,1291533,310735,Chile,Rental Company,True,False,14,234,1,0.241,7228,48.6
Dump Truck,Caterpillar,Needs Repair,4.1,12671,391937,110287,Western Australia,Rental Company,True,False,7,232,12,0.281,3121,36.9
Conveyor System,Hitachi,Good,19.9,126779,1210172,167316,Nevada USA,Mining Company,True,True,11,290,1,0.138,6361,7.4
Wheel Loader,Liebherr,Fair,2.5,6022,328879,159139,Chile,Equipment Dealer,True,False,12,195,10,0.484,2444,15.6
Wheel Loader,Caterpillar,Needs Repair,4.2,8005,351938,107443,Queensland,Construction Company,True,False,11,201,5,0.305,1885,31.7
Dump Truck,Komatsu,Fair,4.3,10264,480194,198986,Nevada USA,Equipment Dealer,False,False,4,207,9,0.414,2366,22.5
Bulldozer,Caterpillar,Good,10.5,17969,600570,198225,Alberta Canada,Rental Company,False,False,6,191,9,0.33,1720,21.8
Excavator,Caterpillar,Excellent,24.3,59894,450316,54183,Western Australia,Rental Company,True,False,13,186,4,0.12,2464,8.6
Crusher,Volvo,Good,17.4,73690,957153,167227,South Africa,Rental Company,True,False,6,330,6,0.175,4235,26.3
Wheel Loader,Caterpillar,Good,12.4,33932,460585,123156,New South Wales,Equipment Dealer,True,True,15,209,11,0.267,2737,11.7
Excavator,Caterpillar,Good,1.9,4572,631302,403452,Queensland,Equipment Dealer,True,True,11,142,5,0.639,2436,12.4
Wheel Loader,Caterpillar,Excellent,10.9,17066,363781,122859,Nevada USA,Construction Company,False,True,7,195,7,0.338,1570,18.0
Bulldozer,Volvo,Excellent,18.5,40926,555019,99093,Queensland,Rental Company,True,False,7,198,7,0.179,2217,11.6
Bulldozer,Liebherr,Excellent,5.7,10410,518924,312482,Chile,Rental Company,True,False,12,210,4,0.602,1833,31.7
Excavator,Komatsu,Fair,7.3,10831,519166,179089,Chile,Mining Company,True,False,9,173,1,0.345,1481,24.6
Conveyor System,Caterpillar,Good,1.3,9981,1653955,1213703,South Africa,Equipment Dealer,True,False,7,255,9,0.734,7679,91.7
Dump Truck,Hitachi,Good,2.2,7082,339197,203597,Nevada USA,Mining Company,True,False,5,229,5,0.6,3291,35.6
Excavator,Caterpillar,Good,3.3,6249,611390,327206,New South Wales,Mining Company,True,False,8,154,9,0.535,1892,26.1
Conveyor System,JCB,Good,15.5,89522,1210381,241840,New South Wales,Construction Company,True,False,14,208,6,0.2,5791,19.4
Dump Truck,Hitachi,Good,7.6,18748,347326,130710,Chile,Construction Company,True,True,11,161,9,0.376,2461,14.0
Bulldozer,Hitachi,Good,3.4,6260,516201,285201,Western Australia,Construction Company,True,False,9,102,12,0.553,1847,30.6
Dump Truck,Liebherr,Good,2.5,5585,427734,239409,South Africa,Mining Company,True,False,8,209,8,0.56,2231,21.8
Dump Truck,JCB,Fair,9.4,24526,390063,102464,New South Wales,Mining Company,True,True,10,253,12,0.263,2612,11.2
Bulldozer,Komatsu,Good,9.7,19068,487266,177730,South Africa,Rental Company,True,False,16,174,6,0.365,1971,14.4
Dump Truck,JCB,Fair,22.2,86192,288829,29960,Chile,Equipment Dealer,False,False,12,161,9,0.104,3890,9.1
Wheel Loader,Caterpillar,Excellent,22.3,57973,349935,50247,Chile,Mining Company,True,False,13,216,8,0.144,2595,7.0
Dump Truck,Caterpillar,Fair,10.8,34423,476849,118260,South Africa,Equipment Dealer,True,False,10,225,8,0.248,3175,30.5
Excavator,Caterpillar,Fair,3.6,7140,470752,190828,New South Wales,Rental Company,True,True,9,198,12,0.405,2004,31.6
Wheel Loader,Hitachi,Needs Repair,7.7,13157,303339,67287,New South Wales,Construction Company,False,False,8,139,3,0.222,1701,82.2
Excavator,Hitachi,Good,8.1,15594,462889,164407,Chile,Equipment Dealer,True,False,12,186,6,0.355,1937,12.5
Bulldozer,Caterpillar,Good,12.2,15519,727382,178511,Nevada USA,Rental Company,True,False,11,155,10,0.245,1274,20.3
Conveyor System,Hitachi,Fair,20.6,139466,1417889,138212,Chile,Mining Company,False,True,12,173,3,0.097,6771,21.4
Crusher,Caterpillar,Excellent,10.2,52389,1014830,370135,Alberta Canada,Mining Company,False,False,11,216,3,0.365,5113,21.3
Wheel Loader,Liebherr,Good,11.2,26036,388599,107387,Western Australia,Equipment Dealer,False,True,10,188,11,0.276,2321,7.3
Dump Truck,Volvo,Excellent,25.0,54414,447923,52387,Queensland,Mining Company,True,False,14,235,8,0.117,2177,7.0
Bulldozer,Liebherr,Fair,9.8,18909,542638,147996,Western Australia,Equipment Dealer,True,False,9,153,4,0.273,1937,15.9
Bulldozer,Caterpillar,Good,13.0,20631,619091,163771,Western Australia,Mining Company,False,True,10,225,4,0.265,1591,19.7
Excavator,Caterpillar,Excellent,2.4,5099,529039,413774,Queensland,Mining Company,True,False,12,226,1,0.782,2159,34.2
Excavator,JCB,Fair,3.9,5763,350869,145313,Queensland,Mining Company,True,True,11,272,7,0.414,1459,16.4
Excavator,Caterpillar,Needs Repair,18.8,31143,457278,37109,New South Wales,Rental Company,True,False,9,150,5,0.081,1657,29.3
Excavator,Liebherr,Good,4.8,9361,479406,259128,New South Wales,Rental Company,True,True,6,199,8,0.541,1970,16.1
Bulldozer,Komatsu,Good,8.4,11620,630131,253825,Queensland,Rental Company,True,True,8,131,2,0.403,1390,28.8
Dump Truck,Caterpillar,Fair,8.1,27406,546605,156693,Chile,Construction Company,True,False,10,193,5,0.287,3382,15.9
Dump Truck,Komatsu,Good,10.5,31274,495477,155985,South Africa,Equipment Dealer,False,True,6,194,11,0.315,2968,17.4
Crusher,Volvo,Fair,13.4,53113,761765,152353,Chile,Rental Company,True,True,6,185,3,0.2,3977,39.0
Crusher,Komatsu,Good,13.6,58945,898555,205509,Alberta Canada,Equipment Dealer,False,False,13,300,11,0.229,4325,22.2
Crusher,Liebherr,Fair,4.6,13425,795367,296803,Western Australia,Mining Company,False,True,15,300,9,0.373,2902,25.3
Wheel Loader,Komatsu,Needs Repair,4.4,12128,401835,120700,New South Wales,Equipment Dealer,False,False,5,140,6,0.3,2783,43.4
Dump Truck,Caterpillar,Good,6.5,25251,384715,167189,Western Australia,Equipment Dealer,True,False,13,153,8,0.435,3858,9.2
Excavator,Generic,Excellent,1.8,3987,396729,336422,Chile,Rental Company,True,False,8,190,7,0.848,2219,28.3
Bulldozer,Liebherr,Good,3.7,7146,574167,300522,Queensland,Mining Company,True,False,12,175,6,0.523,1955,20.7
Bulldozer,Komatsu,Needs Repair,7.4,15711,699478,140274,Nevada USA,Construction Company,True,False,7,217,3,0.201,2110,30.9
Crusher,Hitachi,Fair,4.1,14237,655316,273068,Queensland,Equipment Dealer,False,False,9,173,11,0.417,3448,51.6
Excavator,Komatsu,Good,13.5,20868,505247,117982,South Africa,Mining Company,True,False,6,244,3,0.234,1545,19.4
Conveyor System,Volvo,Fair,18.8,85132,1494469,180966,New South Wales,Mining Company,False,False,10,111,2,0.121,4531,32.5
Crusher,Komatsu,Good,11.5,50433,1004955,303181,Chile,Construction Company,False,False,8,207,10,0.302,4372,28.9
Wheel Loader,Caterpillar,Good,10.6,29802,332412,95081,Nevada USA,Construction Company,True,False,7,197,8,0.286,2803,16.1
Excavator,Caterpillar,Good,17.9,42622,640304,110245,Chile,Equipment Dealer,True,True,8,151,5,0.172,2377,8.0
Conveyor System,Liebherr,Good,3.2,14030,1096811,683212,Nevada USA,Rental Company,True,False,11,68,2,0.623,4408,52.1
Crusher,Hitachi,Needs Repair,13.1,41396,743214,98372,New South Wales,Equipment Dealer,False,False,6,259,1,0.132,3149,23.4
Bulldozer,Komatsu,Good,3.5,6301,627853,322107,Chile,Mining Company,True,False,10,188,8,0.513,1798,17.3
Conveyor System,JCB,Good,1.6,7325,1320859,930441,Nevada USA,Rental Company,False,False,8,208,10,0.704,4518,65.4
Crusher,Caterpillar,Good,2.1,9906,1092652,662769,Queensland,Mining Company,True,True,8,216,7,0.607,4821,23.8
Bulldozer,Liebherr,Needs Repair,3.5,6988,465627,124906,New South Wales,Equipment Dealer,True,False,6,234,1,0.268,1979,23.2
Conveyor System,Komatsu,Good,24.8,191415,1469172,152021,Alberta Canada,Construction Company,True,False,8,187,4,0.103,7725,24.7
Bulldozer,Komatsu,Good,3.4,5205,485671,299007,Queensland,Rental Company,True,False,13,150,4,0.616,1523,22.7
Bulldozer,JCB,Fair,18.9,27719,453817,51814,Queensland,Mining Company,True,False,5,283,1,0.114,1466,19.5
Wheel Loader,Volvo,Fair,1.1,2002,383874,227678,Western Australia,Rental Company,True,False,8,240,5,0.593,1741,28.7
Bulldozer,Komatsu,Good,1.2,2417,518682,366152,New South Wales,Mining Company,False,False,16,163,8,0.706,2062,53.9
Dump Truck,JCB,Good,5.3,12622,382424,175282,New South Wales,Mining Company,True,False,9,313,6,0.458,2399,20.9
Wheel Loader,Generic,Good,3.3,5165,251235,147655,Western Australia,Mining Company,True,False,8,284,2,0.588,1573,34.4
Crusher,Caterpillar,Fair,14.5,71060,1123130,201821,New South Wales,Mining Company,True,False,8,221,6,0.18,4907,20.5
Excavator,Komatsu,Good,19.5,43233,491315,77218,South Africa,Construction Company,True,False,10,275,4,0.157,2221,13.1
Crusher,Liebherr,Fair,14.2,70444,811207,147774,Nevada USA,Mining Company,True,False,6,147,2,0.182,4949,27.5
Crusher,Caterpillar,Good,1.9,5898,917922,546319,New South Wales,Mining Company,True,False,9,236,3,0.595,3056,45.8
Bulldozer,Generic,Excellent,1.8,2694,367610,271353,Queensland,Mining Company,True,True,5,222,2,0.738,1523,25.9
Dump Truck,Liebherr,Good,11.1,39341,445898,120172,South Africa,Mining Company,False,False,6,166,8,0.27,3533,11.4
Dump Truck,Liebherr,Good,4.4,11246,424761,218944,Western Australia,Mining Company,True,True,8,167,10,0.515,2578,23.0
Dump Truck,JCB,Excellent,24.7,90074,408909,50207,Alberta Canada,Equipment Dealer,False,True,9,226,3,0.123,3642,9.0
Conveyor System,Komatsu,Fair,25.0,150778,1384159,95378,New South Wales,Mining Company,True,True,10,264,7,0.069,6031,16.5
Dump Truck,JCB,Fair,9.6,36160,370354,106158,Queensland,Construction Company,False,True,6,215,8,0.287,3759,20.8
Dump Truck,Caterpillar,Needs Repair,3.5,10214,528001,159124,Western Australia,Mining Company,False,False,6,175,8,0.301,2900,29.8
Excavator,Caterpillar,Good,6.6,12317,448306,195148,South Africa,Equipment Dealer,True,False,10,217,9,0.435,1863,13.5
Excavator,Caterpillar,Good,1.2,1986,498183,372945,South Africa,Rental Company,True,True,7,233,11,0.749,1719,22.0
Bulldozer,JCB,Needs Repair,11.4,18615,491958,77938,Queensland,Equipment Dealer,True,False,8,285,6,0.158,1636,20.6
Dump Truck,Komatsu,Good,24.3,92121,444894,43460,South Africa,Rental Company,False,False,9,200,4,0.098,3785,14.7
Dump Truck,Hitachi,Fair,13.2,31286,355081,66761,South Africa,Equipment Dealer,True,True,4,198,2,0.188,2368,21.4
Dump Truck,Volvo,Fair,1.3,3036,463578,263804,Nevada USA,Rental Company,True,True,9,157,11,0.569,2309,26.3
Bulldozer,Komatsu,Good,20.0,29848,546239,70298,Nevada USA,Construction Company,False,True,6,219,11,0.129,1491,20.1
Wheel Loader,Caterpillar,Fair,6.1,12940,406272,145188,Chile,Equipment Dealer,True,False,7,276,10,0.357,2109,17.4
Conveyor System,Caterpillar,Good,9.3,64832,1718872,649549,Chile,Construction Company,True,False,6,88,7,0.378,6974,27.6
Dump Truck,Caterpillar,Excellent,9.9,35857,398314,168657,South Africa,Equipment Dealer,True,True,11,138,12,0.423,3615,7.9
Crusher,Caterpillar,Needs Repair,6.4,19662,1130136,262101,Chile,Mining Company,False,False,10,100,8,0.232,3057,56.9
Excavator,Volvo,Needs Repair,1.6,2953,467256,154270,Chile,Rental Company,True,False,8,166,7,0.33,1799,33.0
Dump Truck,Caterpillar,Good,3.1,7885,541257,321321,Chile,Rental Company,True,True,9,292,12,0.594,2509,28.4
Bulldozer,Komatsu,Needs Repair,4.3,5821,661397,174345,New South Wales,Mining Company,True,False,7,235,12,0.264,1355,40.6
Excavator,JCB,Good,12.2,20606,472223,136433,Queensland,Rental Company,False,True,6,206,2,0.289,1688,17.4
Conveyor System,Liebherr,Good,10.0,72642,1115309,394493,Queensland,Equipment Dealer,False,True,11,209,11,0.354,7283,17.7
Excavator,Caterpillar,Needs Repair,3.6,5420,566682,153222,Western Australia,Rental Company,True,True,8,140,8,0.27,1492,20.9
Crusher,Komatsu,Good,4.8,16801,1085887,519760,Alberta Canada,Mining Company,True,True,9,241,2,0.479,3492,28.4
Dump Truck,Caterpillar,Good,2.5,7705,458238,295761,Chile,Construction Company,False,True,5,161,6,0.645,3101,54.3
Bulldozer,JCB,Fair,13.4,25639,533069,102945,Western Australia,Mining Company,True,False,8,191,6,0.193,1909,22.0
Bulldozer,Liebherr,Good,2.0,2953,479871,291333,Chile,Rental Company,True,True,5,275,8,0.607,1488,23.6
Bulldozer,Liebherr,Fair,2.2,3158,565151,310558,Alberta Canada,Equipment Dealer,True,False,7,141,5,0.55,1440,34.8
Bulldozer,Komatsu,Needs Repair,3.6,8249,515769,149291,Western Australia,Equipment Dealer,True,True,8,217,11,0.289,2285,34.1
Excavator,Komatsu,Excellent,8.1,15778,571468,246667,New South Wales,Mining Company,False,False,11,202,3,0.432,1951,28.2
Crusher,Hitachi,Fair,9.8,36986,853532,241180,Chile,Rental Company,False,False,16,215,8,0.283,3769,31.6
Bulldozer,Hitachi,Needs Repair,11.5,23856,482639,73724,South Africa,Construction Company,False,False,3,68,8,0.153,2081,37.0
Dump Truck,Caterpillar,Fair,5.9,19408,467882,157856,South Africa,Mining Company,True,False,14,259,9,0.337,3276,22.0
Bulldozer,JCB,Needs Repair,2.7,5939,424099,144691,New South Wales,Equipment Dealer,True,False,10,151,11,0.341,2200,38.7
Dump Truck,Caterpillar,Good,9.6,22037,538729,174065,New South Wales,Rental Company,False,False,7,217,7,0.323,2297,45.6
Excavator,Hitachi,Good,25.0,58890,419233,38544,Nevada USA,Mining Company,False,True,6,285,3,0.092,2356,10.8
Crusher,Volvo,Good,11.1,49839,1007236,293541,South Africa,Rental Company,True,False,9,153,12,0.291,4501,23.9
Conveyor System,Caterpillar,Fair,19.0,90846,1275684,159748,South Africa,Mining Company,True,True,15,203,4,0.125,4790,21.1
Dump Truck,Generic,Needs Repair,19.8,54546,287945,23562,Chile,Rental Company,False,True,11,208,3,0.082,2748,27.4
Conveyor System,Caterpillar,Good,4.4,28740,1245440,666858,New South Wales,Rental Company,False,False,9,164,11,0.535,6526,35.1
Excavator,Caterpillar,Good,5.9,11708,574681,250034,South Africa,Construction Company,True,False,16,202,9,0.435,1992,24.2
Wheel Loader,Caterpillar,Good,4.1,9216,430764,228725,Nevada USA,Mining Company,True,False,10,161,2,0.531,2227,15.6
Crusher,Caterpillar,Good,5.9,27434,864995,382275,New South Wales,Mining Company,True,False,13,198,6,0.442,4668,26.1
Wheel Loader,Komatsu,Good,8.7,20971,365589,125026,New South Wales,Equipment Dealer,True,True,10,200,9,0.342,2408,9.3
Bulldozer,Caterpillar,Excellent,7.3,10110,585584,269304,Nevada USA,Mining Company,False,True,16,152,10,0.46,1390,19.4
Conveyor System,Hitachi,Good,3.5,25889,1088661,614916,Nevada USA,Mining Company,True,False,13,135,6,0.565,7497,56.9
Wheel Loader,Caterpillar,Fair,2.9,7384,437723,194209,Alberta Canada,Mining Company,True,True,9,228,5,0.444,2582,25.5
Wheel Loader,Caterpillar,Good,1.7,3971,375109,231809,Alberta Canada,Rental Company,True,False,4,247,6,0.618,2277,26.3
Excavator,Komatsu,Fair,22.5,36110,520697,44501,Chile,Construction Company,True,False,6,172,9,0.085,1603,15.2
Excavator,Generic,Excellent,2.0,3559,361317,259468,Western Australia,Mining Company,True,False,6,131,10,0.718,1774,18.4
Dump Truck,Caterpillar,Good,5.9,15694,370771,157617,Queensland,Mining Company,True,False,7,196,3,0.425,2682,21.0
Wheel Loader,Komatsu,Good,7.3,15261,408387,180395,South Africa,Mining Company,True,False,5,233,8,0.442,2079,26.8
Excavator,Caterpillar,Excellent,1.8,4606,634194,514985,South Africa,Construction Company,True,False,7,277,5,0.812,2535,40.2
Crusher,Komatsu,Good,5.4,16177,1054731,552369,Queensland,Mining Company,True,True,9,261,9,0.524,3019,21.8
Crusher,Volvo,Fair,16.4,65217,733061,118330,Alberta Canada,Rental Company,True,True,7,157,3,0.161,3983,16.7
Conveyor System,Komatsu,Excellent,4.1,22967,1524090,885058,New South Wales,Equipment Dealer,True,False,8,185,10,0.581,5578,30.4
Excavator,Komatsu,Excellent,7.6,15173,498921,216152,Queensland,Mining Company,False,False,7,171,1,0.433,1997,23.9
Bulldozer,Liebherr,Fair,2.5,4557,554672,258619,New South Wales,Equipment Dealer,True,False,13,238,8,0.466,1805,18.3
Crusher,Komatsu,Good,5.4,16085,1008179,511523,Nevada USA,Mining Company,True,False,5,226,3,0.507,2961,13.8
Wheel Loader,Volvo,Good,2.8,6263,387658,246427,New South Wales,Equipment Dealer,True,False,11,225,8,0.636,2208,29.5
Excavator,Volvo,Good,25.0,45998,455894,41711,South Africa,Rental Company,True,True,8,129,7,0.091,1840,9.8
Crusher,Liebherr,Fair,7.7,38977,1019537,305265,Chile,Rental Company,True,True,7,140,11,0.299,5072,44.7
Bulldozer,Caterpillar,Excellent,4.8,6813,618527,379611,Nevada USA,Rental Company,True,False,7,168,1,0.614,1405,20.6
Excavator,Hitachi,Fair,25.0,44535,382293,31023,Queensland,Construction Company,False,False,8,200,4,0.081,1781,14.1
Bulldozer,Liebherr,Excellent,8.0,16181,513885,218935,Chile,Construction Company,True,False,8,170,7,0.426,2026,14.8
Wheel Loader,Komatsu,Excellent,1.6,2940,410234,341540,Chile,Equipment Dealer,False,False,11,220,5,0.833,1802,22.9
Bulldozer,Komatsu,Excellent,2.1,2730,717287,570747,Nevada USA,Mining Company,True,False,5,258,10,0.796,1273,24.4
Crusher,Volvo,Needs Repair,22.8,70731,775393,49782,Chile,Mining Company,True,False,10,211,1,0.064,3109,55.0
Crusher,Caterpillar,Excellent,2.2,7770,860710,629329,Queensland,Mining Company,True,False,8,138,12,0.731,3572,46.9
Conveyor System,JCB,Fair,1.4,9020,1292964,675724,Queensland,Rental Company,True,True,8,194,8,0.523,6388,60.0
Bulldozer,Liebherr,Fair,14.9,19942,618448,105046,Alberta Canada,Construction Company,True,True,10,212,5,0.17,1339,31.8
Bulldozer,JCB,Fair,8.2,16821,583690,188959,Chile,Mining Company,True,True,11,228,9,0.324,2048,20.4
Crusher,Liebherr,Good,2.2,8064,859365,499087,Alberta Canada,Equipment Dealer,True,False,14,212,1,0.581,3711,38.7
Excavator,JCB,Good,2.4,3795,411666,259089,Nevada USA,Equipment Dealer,True,True,8,246,12,0.629,1571,23.7
Excavator,Caterpillar,Good,2.8,7165,605818,383491,South Africa,Mining Company,True,False,11,147,12,0.633,2599,20.4
Crusher,Caterpillar,Good,2.1,7864,916694,596411,Alberta Canada,Rental Company,False,False,7,386,11,0.651,3824,63.7
Bulldozer,Komatsu,Fair,5.5,12356,542602,222105,Queensland,Mining Company,True,True,10,212,2,0.409,2246,22.3
Excavator,Liebherr,Good,2.5,5205,486072,297698,New South Wales,Rental Company,True,False,6,401,4,0.612,2097,17.2
Conveyor System,Caterpillar,Excellent,12.4,95449,1548395,539577,Chile,Mining Company,True,False,11,238,8,0.348,7727,18.7
Crusher,Volvo,Good,1.2,4380,898892,584861,New South Wales,Equipment Dealer,True,False,10,172,4,0.651,3736,28.0
Bulldozer,Caterpillar,Good,1.9,3234,705739,461287,Western Australia,Construction Company,True,False,6,280,2,0.654,1724,43.0
Excavator,JCB,Good,1.4,3142,424868,305352,Queensland,Mining Company,False,False,6,131,1,0.719,2256,29.0
Excavator,Caterpillar,Good,2.1,5232,464536,265508,New South Wales,Mining Company,False,True,10,225,7,0.572,2515,9.0
Bulldozer,Liebherr,Good,2.4,4941,521091,326941,Alberta Canada,Construction Company,True,True,12,155,12,0.627,2029,20.0
Bulldozer,Caterpillar,Fair,13.0,29843,610727,115401,Nevada USA,Construction Company,True,False,11,109,12,0.189,2294,18.6
Excavator,Caterpillar,Good,5.8,8184,507830,216950,Alberta Canada,Construction Company,True,True,12,242,2,0.427,1406,22.0
Wheel Loader,Caterpillar,Good,4.7,12876,331751,177742,New South Wales,Equipment Dealer,True,False,15,196,5,0.536,2735,18.7
Crusher,Generic,Needs Repair,9.2,36137,553487,95003,South Africa,Construction Company,True,True,9,215,1,0.172,3948,39.2
Dump Truck,JCB,Fair,8.9,18914,318999,96682,Nevada USA,Mining Company,True,False,12,264,11,0.303,2134,30.2
